/hit (dt=0) X,/hit (dt=0) Y,/hit (dt=0.004) X,/hit (dt=0.004) Y,/hit (dt=0.008) X,/hit (dt=0.008) Y,/hit (dt=0.012) X,/hit (dt=0.012) Y,/hit (dt=0.016) X,/hit (dt=0.016) Y,/hit (dt=0.02) X,/hit (dt=0.02) Y,/net8 (dt=0) X,/net8 (dt=0) Y,/net8 (dt=0.004) X,/net8 (dt=0.004) Y,/net8 (dt=0.008) X,/net8 (dt=0.008) Y,/net8 (dt=0.012) X,/net8 (dt=0.012) Y,/net8 (dt=0.016) X,/net8 (dt=0.016) Y,/net8 (dt=0.02) X,/net8 (dt=0.02) Y
1.900013724546132e-08,1.042375090867022e-06,1.773173213105472e-08,1.040462552838392e-06,1.853657860797506e-08,1.025501665222484e-06,1.832712568913744e-08,1.021403257013781e-06,1.907514012643203e-08,1.036189390656291e-06,1.752991473637719e-08,1.044749624568483e-06,1.900013724546132e-08,0,1.773173213105472e-08,0.004,1.853657860797506e-08,0.008,1.832712568913744e-08,0.012,1.907514012643203e-08,0.016,1.752991473637719e-08,0.02
1.970013724546132e-08,1.024290788883219e-06,1.843173213105472e-08,1.024371922990608e-06,1.923657860797506e-08,1.040940313469041e-06,1.902712568913744e-08,1.042488755763508e-06,1.977514012643203e-08,1.029477068922827e-06,1.822991473637719e-08,1.021475000067415e-06,1.970013724546132e-08,0,1.843173213105472e-08,0.004,1.923657860797506e-08,0.008,1.902712568913744e-08,0.012,1.977514012643203e-08,0.016,1.822991473637719e-08,0.02
2.040013724546132e-08,1.042444727433256e-06,1.913173213105472e-08,1.040075240264574e-06,1.993657860797506e-08,1.025499364440343e-06,1.972712568913744e-08,1.02103797586847e-06,2.047514012643203e-08,1.036135672835867e-06,1.892991473637719e-08,1.0428891170397e-06,2.040013724546132e-08,0,1.913173213105472e-08,0.004,1.993657860797506e-08,0.008,1.972712568913744e-08,0.012,2.047514012643203e-08,0.016,1.892991473637719e-08,0.02
2.110013724546132e-08,1.024156346013088e-06,1.983173213105472e-08,1.024041802524642e-06,2.063657860797506e-08,1.040724575340896e-06,2.042712568913744e-08,1.042601562010203e-06,2.117514012643203e-08,1.029453332750611e-06,1.962991473637719e-08,1.021513873649777e-06,2.110013724546132e-08,0,1.983173213105472e-08,0.004,2.063657860797506e-08,0.008,2.042712568913744e-08,0.012,2.117514012643203e-08,0.016,1.962991473637719e-08,0.02
2.180013724546132e-08,1.04251869425103e-06,2.053173213105472e-08,1.040184517080988e-06,2.133657860797506e-08,1.025656309009614e-06,2.112712568913744e-08,1.020850256567021e-06,2.187514012643203e-08,1.036109631742635e-06,2.032991473637719e-08,1.042581823470353e-06,2.180013724546132e-08,0,2.053173213105472e-08,0.004,2.133657860797506e-08,0.008,2.112712568913744e-08,0.012,2.187514012643203e-08,0.016,2.032991473637719e-08,0.02
2.250013724546132e-08,1.024059761423656e-06,2.123173213105472e-08,1.02384587381357e-06,2.203657860797506e-08,1.040467692860391e-06,2.182712568913744e-08,1.042730877691912e-06,2.257514012643203e-08,1.029446489966055e-06,2.102991473637719e-08,1.021666768647111e-06,2.250013724546132e-08,0,2.123173213105472e-08,0.004,2.203657860797506e-08,0.008,2.182712568913744e-08,0.012,2.257514012643203e-08,0.016,2.102991473637719e-08,0.02
2.320013724546132e-08,1.042578713254522e-06,2.193173213105472e-08,1.040295096230341e-06,2.273657860797506e-08,1.025918296500236e-06,2.252712568913744e-08,1.020693778392734e-06,2.327514012643203e-08,1.036089419536186e-06,2.172991473637719e-08,1.042419297319296e-06,2.320013724546132e-08,0,2.193173213105472e-08,0.004,2.273657860797506e-08,0.008,2.252712568913744e-08,0.012,2.327514012643203e-08,0.016,2.172991473637719e-08,0.02
2.390013724546132e-08,1.02399121745432e-06,2.263173213105472e-08,1.023722823096715e-06,2.343657860797506e-08,1.040140415572775e-06,2.322712568913744e-08,1.042852009382581e-06,2.397514012643203e-08,1.029448877879919e-06,2.242991473637719e-08,1.021755092613423e-06,2.390013724546132e-08,0,2.263173213105472e-08,0.004,2.343657860797506e-08,0.008,2.322712568913744e-08,0.012,2.397514012643203e-08,0.016,2.242991473637719e-08,0.02
2.460013724546132e-08,1.042621724693322e-06,2.333173213105472e-08,1.040364383522329e-06,2.413657860797506e-08,1.026257101443876e-06,2.392712568913744e-08,1.0205614114593e-06,2.467514012643202e-08,1.036070085336178e-06,2.312991473637719e-08,1.042336254432826e-06,2.460013724546132e-08,0,2.333173213105472e-08,0.004,2.413657860797506e-08,0.008,2.392712568913744e-08,0.012,2.467514012643202e-08,0.016,2.312991473637719e-08,0.02
2.530013724546132e-08,1.023945577025726e-06,2.403173213105472e-08,1.023652809433837e-06,2.483657860797506e-08,1.039755459675652e-06,2.462712568913744e-08,1.042959400833535e-06,2.537514012643202e-08,1.029457196289646e-06,2.382991473637719e-08,1.021787682889295e-06,2.530013724546132e-08,0,2.403173213105472e-08,0.004,2.483657860797506e-08,0.008,2.462712568913744e-08,0.012,2.537514012643202e-08,0.016,2.382991473637719e-08,0.02
2.600013724546132e-08,1.04264798073906e-06,2.473173213105472e-08,1.040396744086419e-06,2.553657860797506e-08,1.026653744981939e-06,2.532712568913744e-08,1.020449848974195e-06,2.607514012643202e-08,1.036050144781655e-06,2.452991473637719e-08,1.042313644652235e-06,2.600013724546132e-08,0,2.473173213105472e-08,0.004,2.553657860797506e-08,0.008,2.532712568913744e-08,0.012,2.607514012643202e-08,0.016,2.452991473637719e-08,0.02
2.670013724546132e-08,1.023919847842129e-06,2.543173213105472e-08,1.023623603489526e-06,2.623657860797506e-08,1.039324795525509e-06,2.602712568913744e-08,1.043051619464397e-06,2.677514012643202e-08,1.029470110919957e-06,2.522991473637719e-08,1.02177342313254e-06,2.670013724546132e-08,0,2.543173213105472e-08,0.004,2.623657860797506e-08,0.008,2.602712568913744e-08,0.012,2.677514012643202e-08,0.016,2.522991473637719e-08,0.02
2.740013724546132e-08,1.042658254613564e-06,2.613173213105472e-08,1.040397767633333e-06,2.693657860797506e-08,1.027094734055206e-06,2.672712568913744e-08,1.020357431218632e-06,2.747514012643202e-08,1.036028780225896e-06,2.592991473637719e-08,1.042338377685903e-06,2.740013724546132e-08,0,2.613173213105472e-08,0.004,2.693657860797506e-08,0.008,2.672712568913744e-08,0.012,2.747514012643202e-08,0.016,2.592991473637719e-08,0.02
2.810013724546132e-08,1.023911461980023e-06,2.683173213105472e-08,1.023627349958683e-06,2.763657860797506e-08,1.03885831807675e-06,2.742712568913744e-08,1.043128220430016e-06,2.817514012643202e-08,1.029486571400114e-06,2.662991473637719e-08,1.021720547762986e-06,2.810013724546132e-08,0,2.683173213105472e-08,0.004,2.763657860797506e-08,0.008,2.742712568913744e-08,0.012,2.817514012643202e-08,0.016,2.662991473637719e-08,0.02
2.880013724546132e-08,1.042653869787433e-06,2.753173213105472e-08,1.040372099500321e-06,2.833657860797506e-08,1.027569404273235e-06,2.812712568913744e-08,1.020282555962823e-06,2.887514012643202e-08,1.036005861694316e-06,2.732991473637719e-08,1.042400663364321e-06,2.880013724546132e-08,0,2.753173213105472e-08,0.004,2.833657860797506e-08,0.008,2.812712568913744e-08,0.012,2.887514012643202e-08,0.016,2.732991473637719e-08,0.02
2.950013724546132e-08,1.0239184176562e-06,2.823173213105472e-08,1.02365798686683e-06,2.903657860797506e-08,1.038364442119434e-06,2.882712568913744e-08,1.043189662413465e-06,2.957514012643202e-08,1.029505961554526e-06,2.802991473637719e-08,1.021636516741674e-06,2.950013724546132e-08,0,2.823173213105472e-08,0.004,2.903657860797506e-08,0.008,2.882712568913744e-08,0.012,2.957514012643202e-08,0.016,2.802991473637719e-08,0.02
3.020013724546132e-08,1.042636140677874e-06,2.893173213105472e-08,1.04032390884987e-06,2.973657860797505e-08,1.028069339238e-06,2.952712568913744e-08,1.020223931803864e-06,3.027514012643203e-08,1.035981375217481e-06,2.872991473637719e-08,1.042492992891356e-06,3.020013724546132e-08,0,2.893173213105472e-08,0.004,2.973657860797505e-08,0.008,2.952712568913744e-08,0.012,3.027514012643203e-08,0.016,2.872991473637719e-08,0.02
3.090013724546132e-08,1.02393898898701e-06,2.963173213105472e-08,1.023710935065476e-06,3.043657860797506e-08,1.037850155154878e-06,3.022712568913744e-08,1.043236626749571e-06,3.097514012643202e-08,1.029527822461431e-06,2.942991473637719e-08,1.021526924802691e-06,3.090013724546132e-08,0,2.963173213105472e-08,0.004,3.043657860797506e-08,0.008,3.022712568913744e-08,0.012,3.097514012643202e-08,0.016,2.942991473637719e-08,0.02
3.160013724546132e-08,1.042606346967888e-06,3.033173213105472e-08,1.040256646179665e-06,3.113657860797506e-08,1.02858767470685e-06,3.092712568913744e-08,1.020180355802469e-06,3.167514012643202e-08,1.035955386280198e-06,3.012991473637719e-08,1.042609419154069e-06,3.160013724546132e-08,0,3.033173213105472e-08,0.004,3.113657860797506e-08,0.008,3.092712568913744e-08,0.012,3.167514012643202e-08,0.016,3.012991473637719e-08,0.02
3.230013724546132e-08,1.023971539295601e-06,3.103173213105472e-08,1.023782538882062e-06,3.183657860797506e-08,1.037321312517477e-06,3.162712568913744e-08,1.043269904947875e-06,3.237514012643202e-08,1.029551677474157e-06,3.082991473637719e-08,1.021396849149382e-06,3.230013724546132e-08,0,3.103173213105472e-08,0.004,3.183657860797506e-08,0.008,3.162712568913744e-08,0.012,3.237514012643202e-08,0.016,3.082991473637719e-08,0.02
3.300013724546132e-08,1.042565850041767e-06,3.173173213105472e-08,1.040173205095341e-06,3.253657860797506e-08,1.029118630532802e-06,3.232712568913744e-08,1.02015055462026e-06,3.307514012643202e-08,1.035928146080762e-06,3.152991473637719e-08,1.042744915393297e-06,3.300013724546132e-08,0,3.173173213105472e-08,0.004,3.253657860797506e-08,0.008,3.232712568913744e-08,0.012,3.307514012643202e-08,0.016,3.152991473637719e-08,0.02
3.370013724546132e-08,1.024014937938399e-06,3.243173213105472e-08,1.023869701435438e-06,3.323657860797506e-08,1.036783010540193e-06,3.302712568913743e-08,1.043290755776868e-06,3.377514012643202e-08,1.029577452078611e-06,3.222991473637719e-08,1.021250605351325e-06,3.370013724546132e-08,0,3.243173213105472e-08,0.004,3.323657860797506e-08,0.008,3.302712568913743e-08,0.012,3.377514012643202e-08,0.016,3.222991473637719e-08,0.02
3.440013724546132e-08,1.042515550321782e-06,3.313173213105472e-08,1.040076219432411e-06,3.393657860797506e-08,1.029657618601299e-06,3.372712568913743e-08,1.020133453546977e-06,3.447514012643202e-08,1.035899542423172e-06,3.292991473637719e-08,1.042895261210091e-06,3.440013724546132e-08,0,3.313173213105472e-08,0.004,3.393657860797506e-08,0.008,3.372712568913743e-08,0.012,3.447514012643202e-08,0.016,3.292991473637719e-08,0.02
3.5e-08,1.0240727977644e-06,3.383173213105472e-08,1.023970134517535e-06,3.446828930398753e-08,1.036153300127043e-06,3.442712568913743e-08,1.043299675087906e-06,3.5e-08,1.029609728902667e-06,3.362991473637719e-08,1.021091891772148e-06,3.5e-08,0,3.383173213105472e-08,0.004,3.446828930398753e-08,0.008,3.442712568913743e-08,0.012,3.5e-08,0.016,3.362991473637719e-08,0.02
  ,  ,3.453173213105472e-08,1.039967565491707e-06,3.5e-08,1.030373061246396e-06,3.5e-08,1.020128493706771e-06,  ,  ,3.432991473637719e-08,1.043056873611102e-06,  ,  ,3.453173213105472e-08,0.004,3.5e-08,0.008,3.5e-08,0.012,  ,  ,3.432991473637719e-08,0.02
  ,  ,3.5e-08,1.024111078139512e-06,  ,  ,  ,  ,  ,  ,3.5e-08,1.020920103844492e-06,  ,  ,3.5e-08,0.004,  ,  ,  ,  ,  ,  ,3.5e-08,0.02
